Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tyler Uberstine","BOS",1,1,1,4.3795,20,2,0,1,,27,116,27,14,13,4,9,,1,24,7.99539,2.99561,2.66904,1.23262,0.205929,0.0771546,0.1287740394473076,0.253635,1.33044,0.29597,0.708771,,,4.28125,0.110675,0.0793833,999,,,,,,,102.40000000000002,3.792592592592593,105,3.888888888888889,,,,,,,,,,,,,,,,,,,"Tyler Uberstine","sa3017643",700413
"Hayden Wesneski","HOU",2,2,1,4.23054,24,2,0,1,,31,130,29,16,14,5,10,,1,30,8.61725,2.90596,2.96537,1.34531,0.226733,0.0764602,0.15027255564928055,0.243631,1.26345,0.287285,0.718454,,,4.25036,0.109523,0.146324,999,,,,,,,123.49999999999997,3.9838709677419346,121,3.903225806451613,,,,,,,,,,,,,,,,,,,"Hayden Wesneski","27581",669713
"Wandy Peralta","SDP",3,3,0,3.8453,57,0,0,10,,57,244,52,26,24,5,25,,3,50,7.94372,3.88124,2.0467,0.826935,0.206167,0.100731,0.1054353415966034,0.239977,1.34334,0.290214,0.723197,,,4.00557,0.109253,0.205765,999,,,,,,,281.09999999999997,4.93157894736842,276,4.842105263157895,,,,,,,,,,,,,,,,,,,"Wandy Peralta","14295",593974
"Seth Halvorsen","COL",3,4,0,4.63809,60,0,3,11,,60,264,61,33,31,8,27,,3,55,8.30558,4.11776,2.01701,1.21214,0.209611,0.103922,0.10568961501121521,0.25884,1.46744,0.307729,0.711292,,,4.5432,0.104251,0.281557,727.9400024414062,,,,,,,266,4.433333333333334,275,4.583333333333333,,,,,,,,,,,,,,,,,,,"Seth Halvorsen","33294",678020
"Elvis Alvarado","ATH",3,3,0,4.19278,58,0,3,10,,58,252,52,29,27,8,27,,3,60,9.27429,4.25915,2.1775,1.17065,0.237621,0.109126,0.12849554419517517,0.235075,1.36823,0.289008,0.732135,,,4.3533,0.102665,0.140511,739.6300048828125,,,,,,,280.6000000000001,4.83793103448276,271,4.672413793103448,,,,,,,,,,,,,,,,,,,"Elvis Alvarado","21662",665660
"Adam Mazur","MIA",2,2,1,4.33578,28,2,0,1,,35,148,36,18,17,5,10,,1,27,6.97973,2.54652,2.74089,1.22367,0.180839,0.0659782,0.114860899746418,0.261339,1.32194,0.294707,0.707876,,,4.29005,0.101231,0.148304,999,,,,,,,128.9,3.682857142857143,135,3.857142857142857,,,,,,,,,,,,,,,,,,,"Adam Mazur","31900",800049
"Brady Basso","ATH",3,2,0,4.01029,50,0,0,4,,50,212,49,24,22,6,16,,2,44,7.90099,2.87201,2.75103,1.15691,0.207223,0.0753256,0.13189709186553955,0.250229,1.2916,0.29304,0.727011,,,4.10065,0.101166,0.102288,999,,,,,,,218.79999999999998,4.3759999999999994,222,4.44,,,,,,,,,,,,,,,,,,,"Brady Basso","25582",669620
"Ronel Blanco","HOU",1,1,1,4.15375,10,2,0,1,,17,73,16,9,8,3,7,,0,17,9.03336,3.65011,2.47482,1.343,0.236933,0.0957374,0.14119531214237213,0.23747,1.30948,0.284414,0.738995,,,4.35714,0.100289,0.0485656,999,,,,,,,64.30000000000001,3.7823529411764714,63,3.7058823529411766,,,,,,,,,,,,,,,,,,,"Ronel Blanco","19407",669854
"Jonathan Pintaro","NYM",2,1,1,3.9629,26,2,0,1,,32,139,30,15,14,3,13,,2,31,8.56541,3.67936,2.32796,0.98,0.21901,0.0940778,0.1249319463968277,0.239431,1.33413,0.291162,0.72322,,,4.08995,0.100075,0.0740249,999,,,,,,,142.9,4.465625,142,4.4375,,,,,,,,,,,,,,,,,,,"Jonathan Pintaro","33980",702752
"Mason Black","KCR",2,3,1,4.90827,27,3,0,1,,40,179,41,24,22,6,17,,2,32,7.23853,3.71815,1.94681,1.30261,0.181612,0.0932871,0.08832528442144394,0.259305,1.43832,0.293036,0.689143,,,4.83296,0.0999064,-0.0354362,999,,,,,,,126.6,3.165,133,3.325,,,,,,,,,,,,,,,,,,,"Mason Black","30171",696131
"Brent Headrick","NYY",2,2,0,3.9888,50,0,0,5,,50,210,45,24,22,7,16,,2,51,9.20611,2.86158,3.21714,1.28236,0.243152,0.0755801,0.16757164895534515,0.234155,1.21757,0.282873,0.729236,,,4.0363,0.0995974,0.032888,999,,,,,,,234.89999999999998,4.6979999999999995,227,4.54,,,,,,,,,,,,,,,,,,,"Brent Headrick","27702",687396
"José Buttó","SFG",3,3,0,3.88955,61,0,2,13,,61,260,55,28,26,6,24,,3,56,8.25525,3.58134,2.30507,0.899013,0.215157,0.0933406,0.12181605398654938,0.238125,1.30635,0.288992,0.720891,,,3.94403,0.0985908,0.302146,999,,,,,,,327.6000000000001,5.37049180327869,320,5.245901639344262,,,,,,,,,,,,,,,,,,,"Jose Butto","23313",676130
"Mitch Bratt","ARI",0,0,1,4.1387,2,2,0,0,,9,37,9,4,4,1,2,,0,7,7.55785,2.34881,3.21774,1.24351,0.197188,0.0612816,0.13590646535158157,0.256037,1.27517,0.293654,0.721012,,,4.14451,0.0981018,0.171629,999,,,,,,,38.90000000000001,4.322222222222224,40,4.444444444444445,,,,,,,,,,,,,,,,,,,"Mitch Bratt","sa3017719",683352
"Cole Sulser","TBR",3,3,0,4.16859,55,0,0,10,,55,235,54,28,25,7,19,,2,49,8.04182,3.18535,2.52463,1.19098,0.208993,0.0827818,0.12621135264635086,0.250934,1.33067,0.294573,0.721968,,,4.21743,0.0977847,0.0150358,999,,,,,,,255.49999999999997,4.645454545454545,259,4.709090909090909,,,,,,,,,,,,,,,,,,,"Cole Sulser","15256",642121
"Carlos Rodriguez","MIL",2,3,1,4.42711,42,2,0,1,,49,212,46,26,24,7,19,,3,45,8.32744,3.55626,2.34163,1.2997,0.214055,0.0914126,0.12264207005500793,0.241715,1.33059,0.282477,0.711476,,,4.51951,0.0974133,0.027225,999,,,,,,,184.9,3.773469387755102,182,3.7142857142857144,,,,,,,,,,,,,,,,,,,"Carlos Rodriguez","30161",692230
"Austin Gomber","TEX",1,2,1,4.8154,18,2,0,1,,25,106,26,14,13,4,6,,0,19,6.88265,2.27691,3.0228,1.50071,0.179676,0.0594401,0.1202356182038784,0.263627,1.3035,0.289441,0.679296,,,4.58752,0.0943575,0.00732499,999,,,,,,,92.20000000000002,3.6880000000000006,97,3.88,,,,,,,,,,,,,,,,,,,"Austin Gomber","16561",596295
"Trey Gibson","BAL",0,1,1,4.42787,2,2,0,0,,9,37,8,5,4,1,3,,1,8,7.98206,3.32958,2.39732,1.15529,0.204299,0.0852196,0.11907891929149628,0.252547,1.3559,0.29687,0.700746,,,4.34162,0.0941787,0.0461427,999,,,,,,,37.500000000000014,4.166666666666668,36,4,,,,,,,,,,,,,,,,,,,"Trey Gibson","sa3023250",694346
"Brandon Williamson","CIN",2,3,1,4.85992,37,3,0,1,,51,222,51,29,27,8,21,,2,43,7.58169,3.69061,2.05432,1.41951,0.191901,0.0934135,0.09848766028881073,0.256637,1.41961,0.290367,0.698765,,,4.86902,0.0927922,0.0526893,999,,,,,,,167.4,3.282352941176471,172,3.372549019607843,,,,,,,,,,,,,,,,,,,"Brandon Williamson","25463",682227
"Enyel De Los Santos","HOU",3,3,0,4.13757,60,0,0,12,,60,254,55,30,28,9,22,,3,59,8.92326,3.28062,2.71999,1.32672,0.234445,0.0861934,0.14825188368558884,0.240006,1.28078,0.287015,0.733558,,,4.30258,0.0918518,0.054956,999,,,,,,,281.3,4.6883333333333335,274,4.566666666666666,,,,,,,,,,,,,,,,,,,"Enyel De Los Santos","18403",660853
"José Leclerc",,2,2,0,4.14531,37,0,0,0,,37,160,32,18,17,5,18,,2,40,9.73382,4.25801,2.286,1.18216,0.250605,0.109626,0.14097947627305984,0.230338,1.34846,0.287547,0.730623,,,4.22586,0.0911372,0.153552,999,,,,,,,149.10000000000002,4.0297297297297305,140,3.7837837837837838,,,,,,,,,,,,,,,,,,,"Jose Leclerc","14524",600917
"Dane Dunning","SEA",1,1,1,4.12642,14,2,0,1,,21,89,20,10,10,3,7,,1,18,7.90758,2.90294,2.72399,1.13965,0.205124,0.0753029,0.12982125580310822,0.248573,1.29331,0.291072,0.713394,,,4.15814,0.0896922,0.104658,999,,,,,,,82.5,3.9285714285714284,82,3.9047619047619047,,,,,,,,,,,,,,,,,,,"Dane Dunning","19409",641540
"Gunnar Hoglund","ATH",2,3,2,4.86758,21,5,0,1,,42,182,45,24,23,7,13,,2,31,6.63281,2.71585,2.44226,1.53608,0.170391,0.0697679,0.1006234884262085,0.267501,1.36484,0.291022,0.697271,,,4.93333,0.0879361,0.121733,999,,,,,,,128.70000000000002,3.0642857142857145,140,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Gunnar Hoglund","31318",680684
"Wade Miley",,1,2,2,5.05713,5,5,0,0,,24,106,26,15,14,4,9,,1,15,5.68162,3.18385,1.78451,1.30664,0.144121,0.0807624,0.0633591040968895,0.273938,1.44364,0.295026,0.67353,,,4.96509,0.0840228,0.000910489,999,,,,,,,60.80000000000004,2.533333333333335,68,2.8333333333333335,,,,,,,,,,,,,,,,,,,"Wade Miley","8779",489119
"Kai-Wei Teng","HOU",2,2,1,4.4654,28,2,0,1,,35,152,32,19,17,4,15,,4,33,8.52379,3.86836,2.20346,1.08515,0.215701,0.0978919,0.11780910938978195,0.242147,1.36348,0.291629,0.691636,,,4.41337,0.0829589,0.0102206,999,,,,,,,139.60000000000002,3.9885714285714293,136,3.8857142857142857,,,,,,,,,,,,,,,,,,,"Kai-Wei Teng","24282",678906
"Braydon Fisher","TOR",3,3,0,3.84009,52,0,0,7,,52,223,44,24,22,6,24,,2,59,10.1806,4.08468,2.49239,1.09695,0.263363,0.105667,0.15769590437412262,0.222993,1.30025,0.284955,0.743783,,,3.9558,0.0824941,0.0282866,999,,,,,,,264.6,5.088461538461539,250,4.8076923076923075,,,,,,,,,,,,,,,,,,,"Braydon Fisher","24609",680755
"Justin Martinez","ARI",2,1,0,3.20623,22,0,0,1,,22,94,17,9,8,2,12,,1,28,11.3398,4.80359,2.3607,0.615541,0.293764,0.12444,0.1693246215581894,0.208087,1.30154,0.296177,0.754772,,,3.30197,0.081373,0.0641017,999,,,,,,,115.00000000000001,5.2272727272727275,105,4.7727272727272725,,,,,,,,,,,,,,,,,,,"Justin Martinez","24453",679885
"Ian Hamilton","ATL",2,2,0,3.73442,50,0,0,7,,50,214,45,23,21,5,22,,2,52,9.43948,3.9962,2.36211,0.91171,0.244807,0.103639,0.14116783440113068,0.235735,1.33999,0.299806,0.740636,,,3.8051,0.0807402,0.0653584,999,,,,,,,251.5,5.03,245,4.9,,,,,,,,,,,,,,,,,,,"Ian Hamilton","19261",641656
"Evan Phillips","LAD",2,1,0,3.45333,28,0,0,1,,28,114,24,12,11,3,9,,1,30,9.77346,2.79962,3.491,1.04929,0.266106,0.0762262,0.18987944722175598,0.226699,1.15702,0.288391,0.743197,,,3.52672,0.0791033,0.0625162,999,,,,,,,141.90000000000003,5.067857142857144,135,4.821428571428571,,,,,,,,,,,,,,,,,,,"Evan Phillips","17734",623465
"Ty Madden","DET",1,2,1,4.43906,25,2,0,1,,32,137,31,17,16,4,12,,1,28,7.9767,3.53508,2.25644,1.22861,0.203508,0.0901898,0.11331824213266373,0.251276,1.37932,0.292779,0.711066,,,4.42424,0.0789651,0.0267854,999,,,,,,,128.00000000000003,4.000000000000001,129,4.03125,,,,,,,,,,,,,,,,,,,"Ty Madden","30140",680744
"Joel Payamps","ATL",3,2,0,4.06504,53,0,0,10,,53,226,52,26,24,7,17,,2,48,8.19335,2.86274,2.86207,1.11423,0.21396,0.0747571,0.13920269161462784,0.250145,1.29276,0.297271,0.718435,,,3.99909,0.0781728,0.132072,999,,,,,,,249.90000000000003,4.715094339622643,253,4.773584905660377,,,,,,,,,,,,,,,,,,,"Joel Payamps","14332",606303
"Jack Perkins","ATH",2,2,0,3.82442,40,0,0,1,,40,169,34,18,17,5,16,,3,43,9.65123,3.68554,2.61868,1.013,0.253581,0.0968355,0.15674539655447006,0.227558,1.26437,0.288636,0.72606,,,3.87011,0.077546,0.0660513,999,,,,,,,179.1,4.4775,168,4.2,,,,,,,,,,,,,,,,,,,"Jack Perkins","31468",678022
"Brennan Bernardino","COL",3,3,0,4.46499,58,0,2,10,,58,257,58,31,29,7,27,,5,53,8.23058,4.18824,1.96516,1.03622,0.206661,0.105162,0.10149899870157242,0.257361,1.46319,0.309988,0.71143,,,4.44693,0.0756198,0.269041,999,,,,,,,252.3,4.3500000000000005,259,4.4655172413793105,,,,,,,,,,,,,,,,,,,"Brennan Bernardino","16835",657514
"Brandon Eisert","CHW",3,3,0,4.06723,52,0,0,6,,52,223,49,25,23,7,19,,2,51,8.78333,3.30361,2.65871,1.13641,0.227241,0.0854702,0.1417703554034233,0.244764,1.31764,0.296359,0.729724,,,4.05795,0.0755783,0.0179276,999,,,,,,,234.30000000000004,4.505769230769231,232,4.461538461538462,,,,,,,,,,,,,,,,,,,"Brandon Eisert","27668",685126
"McCade Brown","COL",1,1,1,5.39754,3,3,0,0,,15,68,16,10,9,3,7,,1,14,8.056,3.91312,2.05872,1.55905,0.200302,0.0972947,0.10300746560096741,0.265421,1.48758,0.303491,0.680266,,,5.10382,0.0729386,0.0671076,999,,,,,,,36.49999999999999,2.4333333333333327,40,2.6666666666666665,,,,,,,,,,,,,,,,,,,"McCade Brown","30004",685326
"Brandon Young","BAL",2,2,1,4.37121,21,2,0,1,,27,116,28,14,13,4,8,,1,24,7.92903,2.61146,3.03625,1.36837,0.205858,0.0678001,0.13805778324604034,0.256249,1.30526,0.294726,0.717614,,,4.3045,0.0725777,0.0588707,999,,,,,,,102.80000000000003,3.8074074074074082,108,4,,,,,,,,,,,,,,,,,,,"Brandon Young","27819",687064
"Bryan Hudson","NYM",2,2,0,4.00016,48,0,0,5,,48,205,43,23,21,5,21,,2,46,8.60115,3.86551,2.2251,1.02424,0.223711,0.10054,0.12317153811454773,0.236502,1.32889,0.287402,0.724117,,,4.11044,0.071772,0.0453575,999,,,,,,,224.90000000000003,4.685416666666668,218,4.541666666666667,,,,,,,,,,,,,,,,,,,"Bryan Hudson","19924",663542
"Kevin Kelly","TBR",3,3,0,3.82658,44,0,0,1,,44,184,41,20,19,5,11,,4,39,7.98346,2.17644,3.66813,1.0569,0.212431,0.0579125,0.15451838448643684,0.244972,1.18478,0.290191,0.709455,,,3.86714,0.071739,0.0486972,999,,,,,,,194.50000000000003,4.420454545454546,192,4.363636363636363,,,,,,,,,,,,,,,,,,,"Kevin Kelly","25679",687330
"Matt Festa","CLE",3,4,0,4.12503,58,0,0,12,,58,247,53,29,27,8,21,,3,57,8.78275,3.32387,2.64233,1.17923,0.229592,0.08689,0.14270176738500595,0.239446,1.28419,0.288826,0.718108,,,4.17559,0.0716502,0.0193048,999,,,,,,,283.00000000000006,4.879310344827587,276,4.758620689655173,,,,,,,,,,,,,,,,,,,"Matt Festa","19330",670036
"Jason Foley","SFG",1,1,0,3.42888,28,0,0,1,,28,117,27,12,11,2,7,,1,24,7.74506,2.34222,3.30672,0.738429,0.205382,0.0621105,0.14327167347073555,0.248628,1.2284,0.300234,0.727203,,,3.36878,0.0694944,0.0456393,999,,,,,,,140.40000000000003,5.014285714285715,142,5.071428571428571,,,,,,,,,,,,,,,,,,,"Jason Foley","19531",671345
"Trevor Williams","WSN",1,2,1,4.60156,23,2,0,1,,29,127,32,16,15,4,8,,1,24,7.2355,2.58034,2.80408,1.35677,0.185056,0.0659951,0.11906053870916367,0.267576,1.3637,0.301678,0.704935,,,4.44498,0.0681418,-0.0363853,999,,,,,,,107.20000000000003,3.696551724137932,118,4.068965517241379,,,,,,,,,,,,,,,,,,,"Trevor Williams","16977",592866
"Bryse Wilson","PHI",1,2,1,4.99741,14,3,0,1,,30,129,32,18,16,5,9,,1,21,6.25153,2.82757,2.21092,1.49385,0.159815,0.0722844,0.08753028512001038,0.270784,1.39448,0.292213,0.687661,,,4.97411,0.0670942,0.0768121,999,,,,,,,93.3,3.11,101,3.3666666666666667,,,,,,,,,,,,,,,,,,,"Bryse Wilson","19990",669060
"Joey Lucchesi",,2,2,0,4.14441,40,0,0,0,,40,173,41,20,18,5,15,,1,29,6.6321,3.26785,2.0295,1.02753,0.170343,0.0839336,0.08640961349010468,0.261465,1.39102,0.296642,0.723403,,,4.32922,0.0670728,0.105154,999,,,,,,,137.9,3.4475000000000002,145,3.625,,,,,,,,,,,,,,,,,,,"Joey Lucchesi","19320",664192
"Colin Selby","BAL",3,3,0,4.04209,50,0,0,4,,50,215,46,25,22,6,22,,2,52,9.35279,3.89885,2.39886,1.05431,0.241227,0.100559,0.14066818356513977,0.23996,1.35228,0.299924,0.723507,,,4.01317,0.0663217,-0.0111806,999,,,,,,,224.6,4.492,220,4.4,,,,,,,,,,,,,,,,,,,"Colin Selby","24986",681882
"Pedro Avila","CLE",2,3,1,4.30954,32,2,0,1,,39,170,39,20,19,5,16,,2,33,7.54202,3.76894,2.0011,1.07856,0.191903,0.0958989,0.09600449353456497,0.253543,1.40765,0.29535,0.718503,,,4.41671,0.0657277,-0.00410643,999,,,,,,,141.70000000000002,3.6333333333333337,146,3.7435897435897436,,,,,,,,,,,,,,,,,,,"Pedro Avila","18864",658648
"Ryan Yarbrough","NYY",3,3,1,4.40628,54,2,0,7,,62,265,61,33,30,10,18,,5,50,7.29018,2.64046,2.76095,1.38149,0.190005,0.0688189,0.12118658423423767,0.251356,1.27299,0.281586,0.703819,,,4.6082,0.0647408,0.0352611,999,,,,,,,236.19999999999996,3.809677419354838,239,3.8548387096774195,,,,,,,,,,,,,,,,,,,"Ryan Yarbrough","16502",642232
"David Morgan","SDP",3,2,0,4.04534,58,0,0,12,,58,250,52,28,26,7,24,,4,59,9.11862,3.68329,2.47567,1.1021,0.235478,0.0951167,0.14036120474338531,0.233791,1.30366,0.286968,0.723339,,,4.13173,0.0633877,0.118829,999,,,,,,,289.90000000000003,4.998275862068966,281,4.844827586206897,,,,,,,,,,,,,,,,,,,"David Morgan","31616",688158
"Rob Zastryzny","MIL",3,2,0,4.10326,50,0,0,4,,50,214,48,24,23,7,18,,2,46,8.20606,3.1972,2.56664,1.1779,0.212961,0.0829729,0.12998852133750916,0.244839,1.30541,0.288673,0.730059,,,4.21499,0.0622365,0.0831984,999,,,,,,,207.09999999999997,4.1419999999999995,207,4.14,,,,,,,,,,,,,,,,,,,"Rob Zastryzny","15094",642239
"Chase Silseth","LAA",2,3,0,4.20478,50,0,0,4,,50,215,46,25,23,6,21,,2,50,8.99229,3.82381,2.35166,1.16714,0.231878,0.098602,0.13327613472938538,0.242144,1.35464,0.295136,0.72134,,,4.23027,0.0622251,0.0321589,999,,,,,,,223.6,4.4719999999999995,219,4.38,,,,,,,,,,,,,,,,,,,"Chase Silseth","30074",681217
"John Klein","MIN",2,3,1,4.51619,36,2,0,1,,43,188,43,23,22,6,15,,4,37,7.69137,3.20321,2.40115,1.22933,0.19577,0.0815318,0.11423808336257935,0.25447,1.35549,0.293844,0.699823,,,4.51334,0.0599831,0.0180419,999,,,,,,,153.59999999999997,3.572093023255813,158,3.6744186046511627,,,,,,,,,,,,,,,,,,,"John Klein","sa3020405",804619
"Tink Hence","STL",0,0,1,4.40326,2,2,0,0,,8,34,8,4,4,1,3,,0,7,7.68337,3.65109,2.10441,1.2131,0.19649,0.0933707,0.10311917215585709,0.250393,1.3835,0.289041,0.714497,,,4.49885,0.0599383,0.0928625,999,,,,,,,31.100000000000005,3.8875000000000006,32,4,,,,,,,,,,,,,,,,,,,"Tink Hence","sa3014709",693311
"Landon Knack","LAD",1,1,1,4.93878,16,2,0,1,,23,99,23,13,12,4,9,,1,20,7.998,3.44459,2.3219,1.57967,0.205068,0.0883188,0.11674866825342178,0.25285,1.37432,0.285593,0.695265,,,4.87525,0.0590628,0.0353055,999,,,,,,,75.2,3.2695652173913046,77,3.347826086956522,,,,,,,,,,,,,,,,,,,"Landon Knack","27487",689017
"Félix Bautista","BAL",1,1,0,3.20776,13,0,0,1,,13,53,9,5,5,1,6,,0,18,12.3749,4.00809,3.08748,0.917574,0.336445,0.108971,0.22747455537319183,0.196464,1.15479,0.284656,0.760845,,,3.13775,0.0590497,0.0395007,999,,,,,,,82.5,6.346153846153846,74,5.6923076923076925,,,,,,,,,,,,,,,,,,,"Felix Bautista","20666",642585
"AJ Blubaugh","HOU",3,3,1,4.39943,46,2,0,1,,53,229,50,28,26,8,22,,2,49,8.28429,3.6549,2.26662,1.32899,0.213381,0.0941404,0.11924038827419281,0.245289,1.35602,0.286059,0.720803,,,4.53716,0.0579603,0.00265577,999,,,,,,,193.80000000000007,3.656603773584907,191,3.6037735849056602,,,,,,,,,,,,,,,,,,,"AJ Blubaugh","31764",805123
"Tim Hill","NYY",4,3,0,4.15113,66,0,0,15,,66,285,71,33,30,7,19,,3,38,5.13322,2.63322,1.94941,0.88871,0.131928,0.0676762,0.0642521008849144,0.270687,1.37288,0.295484,0.704488,,,4.27491,0.0564369,0.0269565,999,,,,,,,287.70000000000005,4.359090909090909,309,4.681818181818182,,,,,,,,,,,,,,,,,,,"Tim Hill","16814",657612
"Brody Hopkins","TBR",0,1,1,4.65803,2,2,0,0,,8,36,8,5,4,1,4,,1,7,7.77783,4.15829,1.87044,1.20489,0.195189,0.104355,0.09083452075719833,0.249189,1.42918,0.289018,0.702685,,,4.78607,0.0538241,-0.0035249,999,,,,,,,25.100000000000005,3.1375000000000006,26,3.25,,,,,,,,,,,,,,,,,,,"Brody Hopkins","sa3023515",811315
"Alex Lange","KCR",3,3,0,3.91946,52,0,0,7,,52,227,44,24,23,5,28,,3,56,9.68846,4.88425,1.98361,0.7935,0.246993,0.124517,0.1224762424826622,0.227269,1.39545,0.29549,0.729651,,,3.94698,0.0531468,0.069025,999,,,,,,,255.9,4.921153846153846,242,4.653846153846154,,,,,,,,,,,,,,,,,,,"Alex Lange","19883",656638
"Sean Sullivan","COL",0,1,1,5.28697,2,2,0,0,,9,38,10,6,5,2,3,,0,6,6.5864,2.63696,2.49772,1.62489,0.167705,0.067143,0.10056151449680328,0.275453,1.40118,0.298203,0.670622,,,5.04044,0.0530061,0.0398535,999,,,,,,,19.000000000000007,2.111111111111112,22,2.4444444444444446,,,,,,,,,,,,,,,,,,,"Sean Sullivan","sa3023162",807743
"Sam Aldegheri","LAA",2,3,2,5.34465,6,6,0,0,,35,159,37,22,21,6,16,,2,26,6.61822,4.1595,1.59111,1.50403,0.16342,0.102708,0.06071195751428604,0.266728,1.52179,0.290701,0.686904,,,5.41827,0.0524841,0.000654126,999,,,,,,,86.99999999999999,2.4857142857142853,95,2.7142857142857144,,,,,,,,,,,,,,,,,,,"Sam Aldegheri","26443",691951
"Andrew Chafin","MIN",3,3,0,4.19348,54,0,0,7,,54,238,50,27,25,6,28,,2,58,9.71166,4.63198,2.09666,1.02491,0.244591,0.116658,0.1279333159327507,0.239369,1.44031,0.303568,0.72828,,,4.09153,0.0523776,-0.0139118,999,,,,,,,249.8,4.625925925925926,246,4.555555555555555,,,,,,,,,,,,,,,,,,,"Andrew Chafin","12988",605177
"Porter Hodge","CHC",3,3,0,4.01378,50,0,0,5,,50,216,42,24,22,6,26,,3,56,10.0429,4.67431,2.14854,1.02339,0.257909,0.120039,0.13786976039409637,0.221055,1.34951,0.28365,0.730786,,,4.09549,0.0506345,0.0740276,999,,,,,,,232,4.64,217,4.34,,,,,,,,,,,,,,,,,,,"Porter Hodge","26413",687863
"Cal Quantrill","TEX",0,1,1,5.05883,2,2,0,0,,8,36,9,5,5,1,3,,0,6,6.72297,3.03485,2.21526,1.415,0.171193,0.0772791,0.09391388297080994,0.263187,1.38256,0.289512,0.668346,,,4.85976,0.0498693,-0.0125226,999,,,,,,,26.500000000000007,3.312500000000001,30,3.75,,,,,,,,,,,,,,,,,,,"Cal Quantrill","19312",615698
"Nate Pearson","HOU",2,3,0,4.39776,54,0,0,10,,54,236,50,28,26,8,24,,3,54,9.06879,3.99592,2.26951,1.29898,0.230889,0.101735,0.12915407866239548,0.240887,1.37634,0.289872,0.725969,,,4.47732,0.0496416,-0.0371519,999,,,,,,,238.20000000000005,4.411111111111112,233,4.314814814814815,,,,,,,,,,,,,,,,,,,"Nate Pearson","20160",663878
"James McArthur","KCR",2,2,0,4.12538,40,0,0,1,,40,173,39,20,18,4,14,,2,36,8.13257,3.13759,2.59198,0.997461,0.208781,0.0805491,0.12823224812746048,0.250205,1.3304,0.299352,0.707351,,,3.98113,0.0496075,0.00629759,999,,,,,,,173.4,4.335,176,4.4,,,,,,,,,,,,,,,,,,,"James McArthur","21527",663704
"Javier Assad","CHC",3,3,1,4.0559,54,2,0,7,,61,260,59,30,27,8,22,,3,51,7.50071,3.30725,2.26796,1.12439,0.194425,0.0857269,0.10869831591844559,0.249197,1.33304,0.288247,0.72927,,,4.32796,0.0487551,0.181199,999,,,,,,,254.6000000000001,4.17377049180328,256,4.19672131147541,,,,,,,,,,,,,,,,,,,"Javier Assad","21741",665871
"Grant Anderson","MIL",3,3,0,4.12617,56,0,0,10,,56,240,51,28,26,8,22,,3,57,9.16376,3.55368,2.57867,1.24881,0.237789,0.0922139,0.14557497948408127,0.236639,1.30221,0.28707,0.731648,,,4.24531,0.0484353,0.0771691,999,,,,,,,262.4000000000001,4.685714285714288,255,4.553571428571429,,,,,,,,,,,,,,,,,,,"Grant Anderson","20546",681982
"Doug Nikhazy","CLE",2,2,1,4.43161,27,2,0,1,,33,146,32,18,16,5,16,,1,30,8.07083,4.26226,1.89356,1.25795,0.203769,0.107612,0.09615738689899445,0.247394,1.43663,0.288237,0.728929,,,4.68296,0.0478201,0.0545363,999,,,,,,,112.50000000000004,3.4090909090909105,113,3.4242424242424243,,,,,,,,,,,,,,,,,,,"Doug Nikhazy","30142",680951
"Matt Waldron","SDP",0,1,1,4.82892,2,2,0,0,,9,37,9,5,5,1,3,,0,7,7.10743,2.81522,2.52465,1.41927,0.182553,0.0723084,0.11024487018585205,0.259979,1.34361,0.289344,0.681824,,,4.68866,0.0471002,0.0477286,999,,,,,,,35.90000000000001,3.9888888888888903,37,4.111111111111111,,,,,,,,,,,,,,,,,,,"Matt Waldron","25550",663362
"Evan Sisk","PIT",2,3,0,3.91976,52,0,0,7,,52,226,49,25,23,5,23,,3,49,8.54442,3.96455,2.15521,0.838494,0.21798,0.101141,0.11683902889490128,0.242208,1.37429,0.298859,0.723598,,,3.94763,0.0470341,0.0466057,999,,,,,,,243.9,4.690384615384615,243,4.673076923076923,,,,,,,,,,,,,,,,,,,"Evan Sisk","24995",681895
"Ryan Brasier","TEX",2,2,0,3.98642,44,0,0,1,,44,182,41,21,19,5,13,,1,38,7.79875,2.73222,2.85436,1.08049,0.209567,0.0734199,0.1361469179391861,0.246236,1.23947,0.2899,0.714651,,,3.96505,0.0468428,0.00685422,999,,,,,,,195.50000000000003,4.443181818181819,193,4.386363636363637,,,,,,,,,,,,,,,,,,,"Ryan Brasier","5615",518489
